07:00:24.581	SERVER	admin	OK	Server was started (port: 1984).
07:00:31.246	127.0.0.1:53948	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/bin/app.xml/BRjx_application.js]: exists - rpath = /BRjx_application/bin/app.xml/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_application/bin/app.xml/BRjx_application.js")	0.14 ms
07:00:31.272	127.0.0.1:53948	ManageIT	OK	EXEC[0]	25.8 ms
07:00:31.338	127.0.0.1:53949	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/bin/app.xml/BRjx_application.json]: exists - rpath = /BRjx_application/bin/app.xml/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_application/bin/app.xml/BRjx_application.json")	0.15 ms
07:00:31.360	127.0.0.1:53949	ManageIT	OK	EXEC[0]	22.19 ms
07:00:31.428	127.0.0.1:53950	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/bin/app.xml/BRjx_application.class]: exists - rpath = /BRjx_application/bin/app.xml/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_application/bin/app.xml/BRjx_application.class")	0.12 ms
07:00:31.450	127.0.0.1:53950	ManageIT	OK	EXEC[0]	21.71 ms
07:00:31.510	127.0.0.1:53951	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/var/ui/scripts.xml/BRjx_application.js]: exists - rpath = /BRjx_application/var/ui/scripts.xml/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_application/var/ui/scripts.xml/BRjx_application.js")	0.13 ms
07:00:31.532	127.0.0.1:53951	ManageIT	OK	EXEC[0]	21.58 ms
07:00:31.603	127.0.0.1:53952	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/var/ui/scripts.xml/BRjx_application.json]: exists - rpath = /BRjx_application/var/ui/scripts.xml/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_application/var/ui/scripts.xml/BRjx_application.json")	0.14 ms
07:00:31.625	127.0.0.1:53952	ManageIT	OK	EXEC[0]	21.62 ms
07:00:31.681	127.0.0.1:53953	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/var/ui/scripts.xml/BRjx_application.class]: exists - rpath = /BRjx_application/var/ui/scripts.xml/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_application/var/ui/scripts.xml/BRjx_application.class")	0.12 ms
07:00:31.703	127.0.0.1:53953	ManageIT	OK	EXEC[0]	20.91 ms
07:00:31.765	127.0.0.1:53954	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/var/ui/components.xml/BRjx_application.js]: exists - rpath = /BRjx_application/var/ui/components.xml/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_application/var/ui/components.xml/BRjx_application.js")	0.11 ms
07:00:31.786	127.0.0.1:53954	ManageIT	OK	EXEC[0]	20.91 ms
07:00:31.850	127.0.0.1:53955	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/var/ui/components.xml/BRjx_application.json]: exists - rpath = /BRjx_application/var/ui/components.xml/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_application/var/ui/components.xml/BRjx_application.json")	0.12 ms
07:00:31.870	127.0.0.1:53955	ManageIT	OK	EXEC[0]	20.49 ms
07:00:31.940	127.0.0.1:53956	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/var/ui/components.xml/BRjx_application.class]: exists - rpath = /BRjx_application/var/ui/components.xml/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_application/var/ui/components.xml/BRjx_application.class")	0.12 ms
07:00:31.964	127.0.0.1:53956	ManageIT	OK	EXEC[0]	23.77 ms
07:00:32.028	127.0.0.1:53957	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/lib/macros.xml/BRjx_application.js]: exists - rpath = /BRjx_application/lib/macros.xml/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_application/lib/macros.xml/BRjx_application.js")	0.12 ms
07:00:32.050	127.0.0.1:53957	ManageIT	OK	EXEC[0]	21.58 ms
07:00:32.110	127.0.0.1:53958	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/lib/macros.xml/BRjx_application.json]: exists - rpath = /BRjx_application/lib/macros.xml/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_application/lib/macros.xml/BRjx_application.json")	0.12 ms
07:00:32.131	127.0.0.1:53958	ManageIT	OK	EXEC[0]	21.09 ms
07:00:32.198	127.0.0.1:53959	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/lib/macros.xml/BRjx_application.class]: exists - rpath = /BRjx_application/lib/macros.xml/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_application/lib/macros.xml/BRjx_application.class")	0.11 ms
07:00:32.219	127.0.0.1:53959	ManageIT	OK	EXEC[0]	20.59 ms
